"price","interest_level","interest_Nbr"
3450,"low",1
2450,"high",3
4750,"low",1
2500,"high",3
2350,"low",1
7500,"low",1
3185,"low",1
2400,"low",1
2595,"low",1
4300,"high",3
4875,"low",1
2700,"high",3
3200,"low",1
2350,"medium",2
3325,"low",1
2250,"low",1
3500,"low",1
2800,"high",3
3200,"low",1
2695,"low",1
2250,"low",1
3565,"low",1
2695,"low",1
2700,"high",3
3400,"low",1
4400,"low",1
2750,"low",1
5000,"low",1
4695,"low",1
2400,"high",3
4500,"low",1
2750,"low",1
1949,"high",3
2875,"low",1
2000,"high",3
4845,"low",1
5700,"low",1
1925,"medium",2
2600,"low",1
2300,"medium",2
4500,"medium",2
1725,"high",3
2805,"low",1
4395,"low",1
2400,"medium",2
3138,"medium",2
2250,"low",1
3190,"low",1
3350,"low",1
1950,"low",1
4695,"medium",2
5795,"low",1
2650,"low",1
3425,"high",3
2400,"low",1
1650,"medium",2
2800,"medium",2
3925,"low",1
2430,"medium",2
2979,"high",3
2450,"low",1
3300,"low",1
2300,"high",3
2195,"low",1
5075,"low",1
3695,"low",1
6000,"low",1
3230,"medium",2
6000,"low",1
2090,"low",1
4795,"medium",2
2195,"low",1
2250,"low",1
3700,"low",1
2500,"medium",2
3450,"high",3
6250,"medium",2
2150,"low",1
2580,"low",1
6195,"low",1
3200,"medium",2
3300,"low",1
2700,"low",1
3295,"low",1
2500,"low",1
2150,"low",1
5100,"low",1
2350,"medium",2
1850,"low",1
2550,"low",1
3600,"low",1
3705,"low",1
1825,"low",1
1995,"low",1
3200,"low",1
3175,"low",1
3400,"low",1
3391,"low",1
8140,"low",1
2500,"low",1
4100,"high",3
5600,"medium",2
1550,"low",1
1825,"low",1
1750,"medium",2
3400,"low",1
3795,"low",1
2000,"low",1
3800,"medium",2
2825,"low",1
2690,"low",1
3400,"low",1
1695,"high",3
4500,"low",1
2995,"low",1
7335,"low",1
2700,"low",1
3595,"low",1
2500,"high",3
1875,"low",1
11000,"low",1
4610,"low",1
2350,"low",1
2700,"low",1
3490,"low",1
3595,"low",1
2495,"low",1
2000,"low",1
4950,"high",3
2370,"low",1
4000,"low",1
1850,"medium",2
3700,"low",1
4145,"low",1
3695,"high",3
1325,"medium",2
111111,"high",3
3100,"low",1
5592,"low",1
2500,"low",1
3000,"low",1
3450,"low",1
3000,"medium",2
2650,"low",1
2075,"low",1
3525,"low",1
2350,"low",1
3600,"high",3
36000,"low",1
3550,"low",1
3300,"low",1
4200,"medium",2
2395,"medium",2
3450,"medium",2
4000,"low",1
2652,"low",1
3725,"low",1
4000,"medium",2
2700,"low",1
3300,"low",1
2775,"low",1
2650,"low",1
2350,"medium",2
3595,"low",1
5400,"low",1
1935,"high",3
7929,"low",1
7000,"low",1
3350,"medium",2
3850,"low",1
2600,"medium",2
3050,"high",3
2300,"low",1
4600,"medium",2
3783,"low",1
2800,"low",1
2150,"medium",2
2495,"low",1
2500,"low",1
2995,"low",1
4395,"low",1
2810,"low",1
5900,"low",1
2800,"low",1
2375,"low",1
1850,"high",3
2600,"low",1
15000,"low",1
1960,"high",3
2490,"high",3
4500,"low",1
4950,"medium",2
2400,"low",1
2200,"low",1
5775,"low",1
2500,"low",1
4600,"medium",2
3450,"medium",2
2650,"low",1
4000,"low",1
2750,"medium",2
4550,"low",1
8006,"low",1
2650,"low",1
4000,"low",1
2150,"medium",2
3100,"medium",2
3775,"low",1
4500,"medium",2
8000,"medium",2
2450,"medium",2
1850,"low",1
3400,"low",1
3350,"low",1
3039,"low",1
2375,"low",1
5900,"low",1
3200,"low",1
6700,"low",1
2895,"low",1
2100,"low",1
2350,"medium",2
2890,"low",1
2600,"low",1
2295,"medium",2
1950,"medium",2
4495,"low",1
4500,"medium",2
6750,"low",1
1846,"medium",2
1850,"high",3
3200,"low",1
2900,"low",1
7200,"low",1
1550,"low",1
4195,"low",1
4050,"low",1
5100,"low",1
2300,"low",1
2950,"high",3
2400,"medium",2
3500,"low",1
2800,"low",1
3950,"low",1
3200,"medium",2
2950,"low",1
1875,"low",1
5395,"low",1
6400,"high",3
2500,"low",1
3600,"low",1
7000,"low",1
2300,"medium",2
2595,"low",1
4300,"low",1
2350,"low",1
2990,"low",1
2650,"medium",2
1375,"medium",2
2725,"low",1
4800,"low",1
2550,"low",1
4000,"low",1
2400,"low",1
2400,"medium",2
5700,"medium",2
2300,"low",1
4700,"high",3
2875,"medium",2
1800,"medium",2
1995,"medium",2
3200,"low",1
2950,"low",1
7195,"low",1
3200,"medium",2
2595,"medium",2
4115,"medium",2
4200,"medium",2
6200,"medium",2
8200,"low",1
2899,"medium",2
2400,"medium",2
3490,"low",1
2200,"low",1
2875,"low",1
2815,"low",1
3450,"low",1
2900,"low",1
4100,"medium",2
1900,"medium",2
2500,"medium",2
4000,"low",1
3851,"low",1
2400,"low",1
6250,"low",1
2600,"low",1
4195,"low",1
4395,"low",1
3500,"low",1
2900,"high",3
3450,"medium",2
5860,"low",1
3000,"high",3
2300,"medium",2
2450,"low",1
4400,"low",1
2350,"low",1
2900,"low",1
2575,"low",1
2500,"low",1
6000,"low",1
2350,"medium",2
3142,"medium",2
2950,"low",1
3350,"low",1
4700,"medium",2
2699,"low",1
13745,"low",1
2900,"low",1
3300,"medium",2
10995,"low",1
2795,"medium",2
2360,"medium",2
2970,"low",1
6458,"low",1
13995,"low",1
2380,"medium",2
5500,"low",1
1850,"medium",2
19995,"low",1
4000,"low",1
3200,"medium",2
2795,"low",1
3400,"low",1
2250,"high",3
3407,"low",1
3800,"low",1
5106,"low",1
3300,"medium",2
2300,"low",1
6230,"low",1
8300,"low",1
5600,"low",1
2650,"medium",2
2600,"high",3
1950,"low",1
3000,"low",1
2200,"medium",2
4711,"low",1
4300,"low",1
2200,"low",1
3200,"low",1
2695,"low",1
3700,"medium",2
4500,"low",1
6500,"low",1
1650,"medium",2
2950,"low",1
2175,"low",1
4500,"low",1
4100,"low",1
2925,"low",1
2475,"medium",2
3100,"medium",2
2750,"low",1
25000,"low",1
2123,"high",3
3700,"low",1
4300,"low",1
1850,"low",1
4450,"low",1
5200,"low",1
3150,"low",1
4132,"medium",2
2700,"medium",2
2800,"medium",2
4695,"low",1
4000,"low",1
5785,"low",1
3625,"low",1
5862,"low",1
3395,"medium",2
3395,"low",1
1802,"medium",2
3095,"low",1
2225,"low",1
3500,"low",1
8000,"low",1
2299,"low",1
4695,"low",1
2750,"medium",2
2758,"high",3
4195,"low",1
4750,"low",1
3167,"low",1
4150,"low",1
2850,"medium",2
3995,"low",1
2550,"low",1
4121,"low",1
3500,"medium",2
1938,"low",1
2490,"high",3
3500,"low",1
2999,"high",3
7500,"low",1
3350,"low",1
2050,"high",3
1900,"medium",2
3184,"medium",2
3400,"medium",2
3200,"low",1
3305,"low",1
5600,"low",1
3975,"low",1
3450,"low",1
4795,"low",1
1875,"low",1
7500,"medium",2
2850,"medium",2
3350,"low",1
5000,"low",1
2850,"low",1
2200,"medium",2
7400,"low",1
5000,"low",1
3200,"low",1
3775,"low",1
4195,"low",1
4750,"low",1
3800,"medium",2
3375,"low",1
2395,"medium",2
3300,"medium",2
5600,"low",1
3370,"low",1
5330,"low",1
3071,"medium",2
1975,"low",1
45000,"low",1
4000,"low",1
3795,"low",1
2225,"low",1
2500,"medium",2
3350,"low",1
7350,"low",1
2850,"low",1
3650,"medium",2
4400,"medium",2
3800,"low",1
2695,"low",1
3399,"low",1
2000,"low",1
3850,"medium",2
2500,"low",1
9500,"low",1
5000,"low",1
4820,"low",1
25000,"low",1
2850,"low",1
6295,"medium",2
2495,"low",1
1600,"medium",2
1850,"high",3
1675,"low",1
6650,"low",1
3828,"low",1
2100,"medium",2
1900,"low",1
3097,"medium",2
3250,"low",1
3395,"low",1
5975,"low",1
3450,"low",1
2450,"low",1
3500,"low",1
2500,"low",1
2000,"medium",2
3495,"low",1
2100,"low",1
3466,"low",1
3150,"low",1
2400,"medium",2
3200,"medium",2
10825,"low",1
7395,"low",1
3300,"high",3
2700,"medium",2
2893,"medium",2
5700,"low",1
4095,"medium",2
4295,"high",3
2800,"medium",2
3695,"low",1
3995,"medium",2
2300,"low",1
3000,"low",1
4550,"low",1
2800,"medium",2
2325,"low",1
3200,"low",1
2400,"medium",2
5900,"low",1
1663,"low",1
2400,"low",1
16800,"low",1
2850,"low",1
2475,"low",1
4000,"low",1
2400,"medium",2
3550,"low",1
4895,"low",1
3195,"low",1
4900,"low",1
2400,"medium",2
2900,"medium",2
2300,"low",1
1450,"high",3
3300,"medium",2
2800,"low",1
15000,"low",1
6000,"low",1
4295,"low",1
3860,"low",1
3900,"low",1
3400,"medium",2
4095,"low",1
3195,"medium",2
3700,"low",1
4850,"low",1
2499,"high",3
10346,"low",1
5750,"low",1
3628,"low",1
1900,"low",1
5700,"low",1
3800,"low",1
1595,"medium",2
2500,"medium",2
4687,"medium",2
3800,"low",1
3000,"medium",2
3115,"low",1
2400,"medium",2
1800,"high",3
3995,"medium",2
4967,"low",1
4435,"low",1
4695,"low",1
4495,"medium",2
2650,"low",1
5350,"low",1
1900,"low",1
3300,"high",3
3895,"low",1
2525,"low",1
2195,"low",1
2149,"low",1
3750,"medium",2
1750,"medium",2
3600,"high",3
2895,"low",1
4000,"low",1
2975,"low",1
2475,"low",1
5900,"low",1
3500,"low",1
4150,"low",1
2650,"low",1
7225,"low",1
2800,"medium",2
2950,"low",1
4550,"low",1
3400,"low",1
3695,"low",1
2895,"high",3
1650,"medium",2
2600,"high",3
14900,"low",1
4095,"low",1
2895,"low",1
3695,"low",1
2800,"low",1
2400,"low",1
3700,"low",1
2200,"low",1
2595,"medium",2
4000,"medium",2
11000,"low",1
3400,"high",3
3795,"low",1
3695,"low",1
2800,"low",1
3400,"low",1
2000,"low",1
3400,"low",1
3995,"low",1
3200,"low",1
2150,"medium",2
2625,"medium",2
3396,"low",1
5879,"low",1
2300,"medium",2
2750,"medium",2
10500,"low",1
3195,"low",1
2650,"medium",2
4250,"low",1
5106,"low",1
1450,"low",1
2750,"low",1
2800,"low",1
2195,"high",3
3700,"low",1
4300,"low",1
4301,"low",1
7500,"low",1
3485,"low",1
1725,"medium",2
5000,"low",1
4750,"low",1
2400,"medium",2
3000,"low",1
5640,"low",1
3750,"low",1
4995,"low",1
8000,"low",1
4750,"low",1
1900,"medium",2
6980,"low",1
2550,"medium",2
1925,"low",1
4024,"low",1
3745,"low",1
4795,"low",1
1400,"medium",2
3200,"low",1
3200,"high",3
2900,"low",1
1850,"low",1
1695,"low",1
2975,"high",3
1625,"low",1
9500,"low",1
2936,"low",1
4050,"low",1
3025,"low",1
4269,"low",1
5749,"low",1
6895,"low",1
3500,"low",1
2599,"low",1
2050,"low",1
5200,"medium",2
3825,"low",1
6230,"low",1
2500,"low",1
2995,"low",1
1475,"high",3
1650,"high",3
3695,"low",1
3375,"medium",2
3325,"low",1
6752,"low",1
3500,"low",1
3300,"medium",2
1895,"medium",2
1925,"low",1
2350,"medium",2
3850,"medium",2
3600,"low",1
4040,"low",1
3195,"low",1
4000,"medium",2
3042,"medium",2
2550,"low",1
2600,"low",1
4900,"low",1
1900,"high",3
2200,"high",3
5100,"low",1
4875,"low",1
3050,"low",1
2150,"medium",2
2500,"low",1
2725,"low",1
2795,"medium",2
2108,"medium",2
2825,"low",1
3500,"medium",2
18000,"low",1
3450,"medium",2
3500,"low",1
3195,"low",1
1400,"high",3
1850,"low",1
3200,"low",1
3700,"low",1
1850,"low",1
2880,"low",1
2200,"low",1
5500,"low",1
2885,"low",1
3895,"low",1
1850,"high",3
6890,"low",1
3500,"medium",2
2000,"medium",2
4195,"low",1
3000,"low",1
1800,"high",3
1850,"low",1
2995,"low",1
3455,"low",1
2950,"low",1
3201,"low",1
2500,"medium",2
3300,"medium",2
2895,"low",1
1600,"high",3
3795,"low",1
1650,"medium",2
3325,"low",1
4650,"medium",2
2300,"medium",2
4450,"low",1
3095,"low",1
13500,"low",1
5400,"high",3
3950,"low",1
1650,"medium",2
2000,"low",1
3350,"low",1
3595,"low",1
4395,"low",1
4395,"low",1
2600,"low",1
2000,"medium",2
2475,"high",3
2800,"low",1
5600,"low",1
5200,"low",1
3300,"high",3
7999,"low",1
2500,"medium",2
2652,"low",1
3500,"medium",2
10000,"low",1
4550,"low",1
2400,"medium",2
2450,"low",1
13300,"low",1
13000,"low",1
2500,"medium",2
3400,"low",1
1900,"high",3
3175,"low",1
3875,"low",1
2650,"low",1
3425,"low",1
5300,"low",1
3000,"low",1
2350,"medium",2
3250,"low",1
2400,"low",1
1950,"medium",2
3995,"low",1
6738,"low",1
3239,"low",1
5395,"low",1
2399,"medium",2
2400,"medium",2
2599,"low",1
3550,"high",3
2400,"low",1
2495,"medium",2
6900,"low",1
3091,"medium",2
3500,"low",1
2150,"medium",2
3850,"low",1
3250,"low",1
3555,"low",1
2200,"high",3
1995,"medium",2
2380,"low",1
4950,"low",1
2700,"low",1
2995,"low",1
4500,"low",1
3150,"low",1
6700,"low",1
4325,"low",1
2500,"medium",2
4200,"medium",2
3000,"high",3
3499,"low",1
3350,"low",1
7495,"high",3
9000,"low",1
4500,"low",1
2890,"medium",2
2500,"low",1
3090,"low",1
2800,"low",1
5900,"low",1
2025,"low",1
3420,"medium",2
2695,"low",1
5450,"medium",2
2250,"low",1
2100,"medium",2
3030,"low",1
3300,"low",1
5951,"low",1
3500,"medium",2
3100,"low",1
1850,"medium",2
2800,"medium",2
1950,"medium",2
3395,"low",1
3525,"low",1
2900,"low",1
2690,"low",1
3077,"low",1
2371,"low",1
3700,"high",3
3075,"low",1
4200,"low",1
2850,"low",1
3470,"low",1
2195,"low",1
3485,"low",1
2450,"low",1
2695,"low",1
2700,"high",3
3900,"medium",2
4800,"low",1
5000,"low",1
2700,"low",1
2050,"low",1
2200,"medium",2
1595,"high",3
2450,"low",1
2300,"low",1
2450,"low",1
6500,"low",1
3795,"low",1
1800,"medium",2
3095,"low",1
3400,"low",1
3300,"low",1
3575,"high",3
3200,"low",1
4260,"low",1
2695,"low",1
2250,"low",1
4700,"low",1
1875,"medium",2
4000,"low",1
1600,"low",1
4400,"low",1
4200,"low",1
2200,"medium",2
2795,"low",1
3230,"high",3
5950,"low",1
3100,"low",1
3200,"medium",2
3275,"low",1
2950,"low",1
5950,"low",1
2200,"medium",2
5300,"low",1
3453,"low",1
2850,"low",1
4830,"low",1
3000,"low",1
5185,"high",3
3375,"low",1
1850,"low",1
2650,"high",3
2500,"low",1
2800,"low",1
2995,"low",1
2800,"medium",2
4000,"low",1
5700,"low",1
10750,"low",1
2850,"low",1
8000,"low",1
2195,"low",1
2595,"medium",2
6300,"low",1
2650,"low",1
2200,"low",1
3395,"low",1
7900,"low",1
2000,"medium",2
3221,"low",1
1725,"low",1
2600,"low",1
3000,"medium",2
1833,"high",3
3693,"low",1
2500,"low",1
2400,"low",1
6295,"low",1
2175,"low",1
3600,"medium",2
4695,"low",1
2390,"medium",2
2850,"medium",2
2375,"low",1
3200,"medium",2
2600,"low",1
2195,"low",1
1850,"high",3
2450,"medium",2
3425,"low",1
3975,"low",1
2495,"low",1
3495,"low",1
6050,"low",1
2480,"medium",2
2600,"low",1
5200,"low",1
3000,"high",3
5800,"medium",2
6000,"low",1
2497,"low",1
4245,"low",1
3100,"medium",2
2900,"low",1
7200,"low",1
2900,"low",1
2900,"high",3
3150,"low",1
5790,"medium",2
2700,"medium",2
2050,"low",1
4850,"medium",2
15000,"low",1
10825,"low",1
4000,"low",1
2570,"low",1
3895,"low",1
4500,"medium",2
2200,"medium",2
15000,"low",1
3900,"low",1
2750,"medium",2
2749,"low",1
2750,"medium",2
3495,"medium",2
3695,"low",1
2098,"medium",2
4254,"medium",2
2000,"low",1
3750,"low",1
3550,"medium",2
6995,"low",1
3500,"low",1
4000,"medium",2
5000,"low",1
12000,"low",1
3200,"low",1
3300,"medium",2
7575,"low",1
3200,"low",1
3000,"low",1
2350,"low",1
1900,"high",3
3400,"low",1
2450,"low",1
1550,"medium",2
2250,"medium",2
3450,"low",1
4900,"low",1
5490,"low",1
11000,"low",1
3350,"low",1
3775,"low",1
2975,"medium",2
3876,"low",1
2775,"low",1
3350,"medium",2
3095,"medium",2
3000,"low",1
1900,"medium",2
5600,"low",1
5395,"low",1
3350,"low",1
3500,"low",1
3000,"medium",2
2295,"low",1
2895,"high",3
2100,"low",1
3700,"low",1
3200,"medium",2
3800,"low",1
2345,"low",1
2250,"low",1
1395,"low",1
2500,"low",1
2400,"low",1
5909,"low",1
12000,"low",1
2700,"low",1
2100,"low",1
2600,"medium",2
5400,"low",1
4400,"low",1
4500,"medium",2
3200,"low",1
2400,"low",1
2900,"low",1
3505,"low",1
7000,"low",1
4592,"low",1
2795,"low",1
2000,"medium",2
3199,"medium",2
3500,"low",1
2760,"medium",2
3475,"high",3
3900,"low",1
1900,"high",3
6325,"low",1
14995,"low",1
1600,"high",3
3650,"low",1
4700,"medium",2
3050,"medium",2
4500,"low",1
5495,"low",1
3995,"low",1
4500,"high",3
5295,"low",1
2625,"medium",2
1875,"low",1
1500,"high",3
3400,"low",1
2600,"medium",2
3100,"low",1
2200,"low",1
5975,"low",1
1825,"medium",2
3900,"low",1
3777,"low",1
1875,"low",1
3895,"low",1
2050,"low",1
2995,"low",1
2650,"low",1
3295,"low",1
3400,"medium",2
2000,"medium",2
3195,"low",1
2300,"low",1
2500,"low",1
2195,"low",1
2950,"medium",2
2895,"low",1
3500,"low",1
2895,"low",1
2775,"low",1
2550,"low",1
5425,"high",3
2750,"low",1
2750,"low",1
2600,"low",1
2725,"low",1
2675,"low",1
3350,"low",1
2000,"low",1
2200,"low",1
1550,"low",1
3750,"low",1
3450,"low",1
3200,"low",1
6000,"low",1
2200,"low",1
5095,"low",1
4390,"medium",2
2825,"low",1
3795,"low",1
4708,"low",1
4195,"medium",2
1730,"low",1
4670,"low",1
5800,"medium",2
2650,"medium",2
2650,"low",1
2900,"low",1
3500,"low",1
6000,"medium",2
2000,"low",1
2700,"low",1
6195,"medium",2
7100,"low",1
2325,"low",1
1800,"medium",2
4180,"low",1
2400,"low",1
4195,"medium",2
2400,"low",1
1795,"high",3
2900,"medium",2
4800,"low",1
4107,"low",1
5845,"low",1
2600,"medium",2
2594,"medium",2
3350,"low",1
8120,"low",1
5495,"medium",2
2490,"low",1
2300,"medium",2
3105,"low",1
3650,"low",1
3000,"medium",2
2650,"medium",2
2595,"low",1
1750,"high",3
3170,"low",1
4400,"low",1
3000,"low",1
2250,"medium",2
2500,"low",1
4664,"medium",2
4750,"low",1
2200,"low",1
5450,"low",1
1600,"medium",2
2400,"low",1
3700,"low",1
2900,"low",1
3900,"low",1
2500,"low",1
2600,"low",1
5895,"medium",2
2050,"low",1
13000,"low",1
2270,"low",1
5150,"low",1
3295,"low",1
3400,"low",1
2400,"medium",2
2500,"low",1
3995,"low",1
8500,"low",1
2450,"medium",2
3167,"low",1
7130,"low",1
3200,"medium",2
2390,"medium",2
2950,"low",1
1650,"high",3
2550,"low",1
1350,"high",3
5000,"low",1
2690,"low",1
5085,"low",1
2275,"low",1
1875,"medium",2
1875,"low",1
3050,"low",1
4000,"medium",2
2595,"low",1
2825,"low",1
3400,"medium",2
5150,"medium",2
1800,"medium",2
4600,"low",1
2250,"medium",2
3200,"medium",2
3200,"medium",2
2325,"medium",2
3500,"low",1
2700,"medium",2
3139,"low",1
2595,"low",1
2895,"medium",2
7200,"low",1
3450,"medium",2
2800,"low",1
2500,"high",3
2750,"low",1
2500,"low",1
5195,"low",1
2700,"low",1
4700,"low",1
4900,"high",3
2750,"low",1
2200,"low",1
2750,"low",1
2300,"medium",2
3300,"low",1
2575,"medium",2
1800,"low",1
3700,"low",1
3978,"low",1
2050,"low",1
3295,"low",1
2550,"medium",2
3700,"medium",2
2450,"low",1
4500,"low",1
3505,"low",1
1450,"high",3
3095,"low",1
1700,"medium",2
2350,"low",1
3250,"low",1
1800,"medium",2
2500,"low",1
4413,"low",1
1550,"low",1
4020,"low",1
4200,"low",1
4950,"low",1
3700,"low",1
4325,"low",1
2670,"low",1
1850,"low",1
4295,"low",1
2800,"high",3
3860,"low",1
3100,"medium",2
2800,"medium",2
4995,"medium",2
2200,"low",1
1825,"low",1
7850,"low",1
2500,"high",3
4500,"low",1
1800,"high",3
1950,"low",1
2575,"medium",2
2050,"medium",2
3500,"low",1
2800,"low",1
2700,"low",1
2700,"medium",2
2500,"low",1
3300,"high",3
2500,"low",1
7938,"low",1
2150,"low",1
4650,"high",3
2100,"low",1
2900,"medium",2
1600,"high",3
3600,"low",1
2885,"low",1
3566,"low",1
3000,"low",1
4395,"low",1
3200,"high",3
5950,"low",1
3500,"medium",2
2250,"low",1
5295,"low",1
4199,"low",1
2400,"low",1
2700,"medium",2
2550,"high",3
3700,"low",1
3350,"low",1
2650,"low",1
6875,"low",1
2300,"low",1
2050,"low",1
6412,"low",1
4695,"low",1
3000,"medium",2
1675,"low",1
5300,"medium",2
3500,"medium",2
5600,"low",1
4900,"low",1
2300,"medium",2
2650,"low",1
9695,"low",1
2250,"low",1
3150,"low",1
2490,"high",3
1750,"high",3
1825,"low",1
4999,"low",1
4695,"medium",2
4650,"low",1
2500,"low",1
3400,"low",1
3400,"low",1
2700,"low",1
2500,"low",1
4200,"low",1
3200,"medium",2
2595,"low",1
4600,"low",1
5650,"low",1
3500,"low",1
7000,"low",1
3100,"low",1
10000,"low",1
6728,"low",1
2000,"low",1
3795,"low",1
2600,"low",1
3200,"low",1
3400,"low",1
3295,"low",1
5200,"high",3
4400,"low",1
6030,"low",1
2990,"low",1
4500,"medium",2
3850,"low",1
4900,"medium",2
4250,"low",1
2975,"low",1
4495,"medium",2
2950,"low",1
2900,"high",3
8995,"low",1
2995,"low",1
2090,"low",1
3700,"low",1
3100,"low",1
1795,"low",1
2600,"high",3
2750,"low",1
2150,"low",1
3990,"low",1
2995,"low",1
4600,"low",1
2900,"low",1
2000,"low",1
2650,"low",1
1925,"low",1
2125,"low",1
2500,"low",1
2995,"low",1
3000,"low",1
3000,"low",1
2895,"medium",2
3375,"low",1
3595,"medium",2
3550,"low",1
3692,"low",1
2200,"high",3
1450,"high",3
5200,"low",1
1895,"medium",2
2200,"low",1
4200,"medium",2
3800,"low",1
2650,"low",1
1845,"medium",2
1850,"medium",2
8795,"low",1
2150,"high",3
7675,"low",1
2800,"medium",2
3700,"low",1
13500,"low",1
5500,"low",1
6000,"medium",2
1450,"high",3
4310,"low",1
2550,"medium",2
1500,"medium",2
2200,"low",1
3599,"low",1
2500,"low",1
3046,"low",1
2000,"low",1
7350,"medium",2
3150,"low",1
3175,"low",1
4500,"low",1
2500,"low",1
2150,"low",1
1675,"medium",2
2050,"medium",2
2895,"low",1
2650,"low",1
3400,"low",1
4700,"low",1
1500,"low",1
2500,"low",1
2800,"low",1
4250,"low",1
5400,"low",1
2350,"medium",2
3650,"low",1
3577,"low",1
1500,"low",1
6500,"medium",2
9350,"low",1
3600,"low",1
7000,"low",1
4500,"low",1
1450,"low",1
1500,"high",3
6695,"low",1
3624,"low",1
1850,"low",1
2795,"low",1
3300,"low",1
3300,"low",1
3395,"low",1
2500,"high",3
2700,"low",1
6250,"low",1
3200,"low",1
1650,"high",3
2700,"high",3
3150,"low",1
4400,"low",1
2795,"medium",2
7300,"low",1
2200,"high",3
2600,"medium",2
2800,"low",1
2350,"medium",2
3450,"low",1
2800,"medium",2
3100,"low",1
1550,"medium",2
6695,"medium",2
2562,"medium",2
3995,"low",1
3995,"low",1
1650,"low",1
2200,"medium",2
12000,"low",1
2800,"low",1
2795,"low",1
3000,"low",1
2250,"high",3
4765,"low",1
2800,"medium",2
3000,"high",3
2965,"medium",2
2700,"low",1
3065,"low",1
6395,"low",1
3750,"medium",2
2895,"low",1
4900,"medium",2
2350,"low",1
1750,"high",3
1900,"medium",2
3120,"low",1
1925,"low",1
3675,"low",1
2300,"high",3
2800,"low",1
2300,"low",1
2600,"low",1
3017,"low",1
3995,"low",1
2900,"medium",2
3800,"low",1
4120,"high",3
3650,"low",1
3750,"low",1
2700,"low",1
2200,"low",1
12000,"low",1
2599,"low",1
2800,"low",1
3700,"low",1
2295,"low",1
6600,"low",1
2769,"high",3
3695,"low",1
2400,"low",1
1950,"medium",2
3190,"low",1
6000,"low",1
3350,"low",1
5200,"low",1
8000,"low",1
2795,"low",1
8525,"low",1
7950,"low",1
5495,"low",1
2925,"medium",2
1875,"medium",2
1550,"medium",2
2567,"low",1
2200,"high",3
3900,"medium",2
3450,"low",1
3742,"low",1
8000,"low",1
2695,"low",1
6000,"medium",2
2550,"low",1
4995,"low",1
3200,"low",1
1650,"high",3
2500,"medium",2
7000,"medium",2
3450,"low",1
8165,"low",1
950,"low",1
2300,"high",3
4550,"low",1
3265,"medium",2
3450,"low",1
3600,"low",1
2500,"low",1
3610,"low",1
2295,"medium",2
7495,"low",1
2995,"medium",2
15000,"low",1
2595,"low",1
2995,"medium",2
3900,"low",1
2550,"medium",2
4895,"low",1
2990,"medium",2
2250,"low",1
2125,"high",3
2050,"low",1
1450,"medium",2
3200,"medium",2
3195,"low",1
3200,"low",1
3184,"medium",2
3195,"low",1
2445,"low",1
3700,"low",1
2250,"medium",2
2450,"low",1
5350,"medium",2
3000,"low",1
5095,"medium",2
3850,"low",1
4000,"medium",2
3350,"low",1
5000,"low",1
3129,"low",1
1650,"medium",2
2900,"medium",2
2995,"low",1
2975,"low",1
3700,"low",1
2500,"low",1
1525,"medium",2
2950,"low",1
2600,"low",1
3450,"low",1
3195,"low",1
2150,"low",1
1580,"high",3
3000,"low",1
2300,"low",1
